station_id,station_name,city,state,latitude,longitude,status,openaq_location_id,openaq_location_name,available_sensors,is_trained_station,is_active
DL005,"Bawana, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,8472,"Bawana, Delhi - DPCC","[{""id"": 36395, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 12235289, ""name"": ""co ppb"", ""parameter"": {""id"": 102, ""name"": ""co"", ""units"": ""ppb"", ""displayName"": ""CO""}}, {""id"": 12235290, ""name"": ""no ppb"", ""parameter"": {""id"": 24, ""name"": ""no"", ""units"": ""ppb"", ""displayName"": ""NO""}}, {""id"": 12235291, ""name"": ""no2 ppb"", ""parameter"": {""id"": 15, ""name"": ""no2"", ""units"": ""ppb"", ""displayName"": ""NO₂""}}, {""id"": 36394, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 14340808, ""name"": ""nox ppb"", ""parameter"": {""id"": 23, ""name"": ""nox"", ""units"": ""ppb"", ""displayName"": ""NOX""}}, {""id"": 36393, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 12235292, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 24602, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 12235293, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 12235294, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 36391, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12235295, ""name"": ""relativehumidity %"", ""parameter"": {""id"": 98, ""name"": ""relativehumidity"", ""units"": ""%"", ""displayName"": ""RH""}}, {""id"": 12235296, ""name"": ""so2 ppb"", ""parameter"": {""id"": 101, ""name"": ""so2"", ""units"": ""ppb"", ""displayName"": ""SO₂""}}, {""id"": 12235297, ""name"": ""temperature c"", ""parameter"": {""id"": 100, ""name"": ""temperature"", ""units"": ""c"", ""displayName"": ""Temperature (C)""}}, {""id"": 14340809, ""name"": ""wind_direction deg"", ""parameter"": {""id"": 22, ""name"": ""wind_direction"", ""units"": ""deg"", ""displayName"": ""Wind direction""}}, {""id"": 14340810, ""name"": ""wind_speed m/s"", ""parameter"": {""id"": 34, ""name"": ""wind_speed"", ""units"": ""m/s"", ""displayName"": ""Wind speed""}}]",True,True
DL009,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5744,"Dr. Karni Singh Shooting Range, Delhi - DPCC","[{""id"": 15510, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15505, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15507, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15588, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15589, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15509, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL010,"Dwarka-Sector 8, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5760,"Dwarka-Sector 8, Delhi - DPCC ","[{""id"": 15594, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15593, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15592, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15569, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15570, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15590, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL012,"IGI Airport (T3), Delhi - IMD",Delhi,Delhi,28.65195,77.23149,Active,5650,"IGI Airport (T3), Delhi - IMD","[{""id"": 12234691, ""name"": ""co ppb"", ""parameter"": {""id"": 102, ""name"": ""co"", ""units"": ""ppb"", ""displayName"": ""CO""}}, {""id"": 12234692, ""name"": ""no ppb"", ""parameter"": {""id"": 24, ""name"": ""no"", ""units"": ""ppb"", ""displayName"": ""NO""}}, {""id"": 12234693, ""name"": ""no2 ppb"", ""parameter"": {""id"": 15, ""name"": ""no2"", ""units"": ""ppb"", ""displayName"": ""NO₂""}}, {""id"": 14340699, ""name"": ""nox ppb"", ""parameter"": {""id"": 23, ""name"": ""nox"", ""units"": ""ppb"", ""displayName"": ""NOX""}}, {""id"": 12234694, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 12234695, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 12234696, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}]",True,True
DL014,"ITO, Delhi - CPCB",Delhi,Delhi,28.65195,77.23149,Active,10489,"ITO, Delhi - CPCB","[{""id"": 34823, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 34821, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 34816, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 34793, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 35016, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 35015, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL015,"Jahangirpuri, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5761,"Jahangirpuri, Delhi - DPCC","[{""id"": 15578, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15572, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15577, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15623, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15621, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15585, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL016,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5754,"Jawaharlal Nehru Stadium, Delhi - DPCC","[{""id"": 15548, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15547, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15550, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15619, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15620, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15552, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL018,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5755,"Major Dhyan Chand National Stadium, Delhi - DPCC","[{""id"": 15582, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15574, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15586, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15549, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15551, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15587, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL019,"Mandir Marg, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,236,"Mandir Marg, Delhi - DPCC","[{""id"": 386, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 389, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 390, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 391, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 388, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 387, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL020,"Mundka, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,10486,"Mundka, Delhi - DPCC","[{""id"": 34763, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 12235298, ""name"": ""co ppb"", ""parameter"": {""id"": 102, ""name"": ""co"", ""units"": ""ppb"", ""displayName"": ""CO""}}, {""id"": 12235299, ""name"": ""no ppb"", ""parameter"": {""id"": 24, ""name"": ""no"", ""units"": ""ppb"", ""displayName"": ""NO""}}, {""id"": 34764, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 12235300, ""name"": ""no2 ppb"", ""parameter"": {""id"": 15, ""name"": ""no2"", ""units"": ""ppb"", ""displayName"": ""NO₂""}}, {""id"": 14340811, ""name"": ""nox ppb"", ""parameter"": {""id"": 23, ""name"": ""nox"", ""units"": ""ppb"", ""displayName"": ""NOX""}}, {""id"": 12235301, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 34765, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 12235302, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 34766, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 12235303, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 34767, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12235304, ""name"": ""relativehumidity %"", ""parameter"": {""id"": 98, ""name"": ""relativehumidity"", ""units"": ""%"", ""displayName"": ""RH""}}, {""id"": 34769, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}, {""id"": 12235305, ""name"": ""so2 ppb"", ""parameter"": {""id"": 101, ""name"": ""so2"", ""units"": ""ppb"", ""displayName"": ""SO₂""}}, {""id"": 12235306, ""name"": ""temperature c"", ""parameter"": {""id"": 100, ""name"": ""temperature"", ""units"": ""c"", ""displayName"": ""Temperature (C)""}}, {""id"": 14340812, ""name"": ""wind_direction deg"", ""parameter"": {""id"": 22, ""name"": ""wind_direction"", ""units"": ""deg"", ""displayName"": ""Wind direction""}}, {""id"": 14340813, ""name"": ""wind_speed m/s"", ""parameter"": {""id"": 34, ""name"": ""wind_speed"", ""units"": ""m/s"", ""displayName"": ""Wind speed""}}]",True,True
DL021,"NSIT Dwarka, Delhi - CPCB",Delhi,Delhi,28.65195,77.23149,Active,5622,"NSIT Dwarka, Delhi - CPCB","[{""id"": 12234739, ""name"": ""co ppb"", ""parameter"": {""id"": 102, ""name"": ""co"", ""units"": ""ppb"", ""displayName"": ""CO""}}, {""id"": 14916, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 12234740, ""name"": ""no ppb"", ""parameter"": {""id"": 24, ""name"": ""no"", ""units"": ""ppb"", ""displayName"": ""NO""}}, {""id"": 14919, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 12234741, ""name"": ""no2 ppb"", ""parameter"": {""id"": 15, ""name"": ""no2"", ""units"": ""ppb"", ""displayName"": ""NO₂""}}, {""id"": 14341688, ""name"": ""nox ppb"", ""parameter"": {""id"": 23, ""name"": ""nox"", ""units"": ""ppb"", ""displayName"": ""NOX""}}, {""id"": 12234742, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 14920, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 34957, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 12234743, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 14922, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12234744, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12234745, ""name"": ""relativehumidity %"", ""parameter"": {""id"": 98, ""name"": ""relativehumidity"", ""units"": ""%"", ""displayName"": ""RH""}}, {""id"": 12234746, ""name"": ""so2 ppb"", ""parameter"": {""id"": 101, ""name"": ""so2"", ""units"": ""ppb"", ""displayName"": ""SO₂""}}, {""id"": 14923, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}, {""id"": 12234747, ""name"": ""temperature c"", ""parameter"": {""id"": 100, ""name"": ""temperature"", ""units"": ""c"", ""displayName"": ""Temperature (C)""}}, {""id"": 14341690, ""name"": ""wind_direction deg"", ""parameter"": {""id"": 22, ""name"": ""wind_direction"", ""units"": ""deg"", ""displayName"": ""Wind direction""}}, {""id"": 14341692, ""name"": ""wind_speed m/s"", ""parameter"": {""id"": 34, ""name"": ""wind_speed"", ""units"": ""m/s"", ""displayName"": ""Wind speed""}}]",True,True
DL022,"Najafgarh, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,10488,"Najafgarh, Delhi - DPCC","[{""id"": 34779, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 12235060, ""name"": ""co ppb"", ""parameter"": {""id"": 102, ""name"": ""co"", ""units"": ""ppb"", ""displayName"": ""CO""}}, {""id"": 12235061, ""name"": ""no ppb"", ""parameter"": {""id"": 24, ""name"": ""no"", ""units"": ""ppb"", ""displayName"": ""NO""}}, {""id"": 12235062, ""name"": ""no2 ppb"", ""parameter"": {""id"": 15, ""name"": ""no2"", ""units"": ""ppb"", ""displayName"": ""NO₂""}}, {""id"": 34778, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 14340758, ""name"": ""nox ppb"", ""parameter"": {""id"": 23, ""name"": ""nox"", ""units"": ""ppb"", ""displayName"": ""NOX""}}, {""id"": 34777, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 12235063, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 12235064, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 34775, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 34774, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12235065, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12235066, ""name"": ""relativehumidity %"", ""parameter"": {""id"": 98, ""name"": ""relativehumidity"", ""units"": ""%"", ""displayName"": ""RH""}}, {""id"": 34773, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}, {""id"": 12235067, ""name"": ""so2 ppb"", ""parameter"": {""id"": 101, ""name"": ""so2"", ""units"": ""ppb"", ""displayName"": ""SO₂""}}, {""id"": 12235068, ""name"": ""temperature c"", ""parameter"": {""id"": 100, ""name"": ""temperature"", ""units"": ""c"", ""displayName"": ""Temperature (C)""}}, {""id"": 14340759, ""name"": ""wind_direction deg"", ""parameter"": {""id"": 22, ""name"": ""wind_direction"", ""units"": ""deg"", ""displayName"": ""Wind direction""}}, {""id"": 14340760, ""name"": ""wind_speed m/s"", ""parameter"": {""id"": 34, ""name"": ""wind_speed"", ""units"": ""m/s"", ""displayName"": ""Wind speed""}}]",True,True
DL023,"Narela, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5763,"Narela, Delhi - DPCC","[{""id"": 15576, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15581, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15580, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15609, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15606, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15575, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL024,"Nehru Nagar, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5766,"Nehru Nagar, Delhi - DPCC","[{""id"": 15607, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15612, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15616, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15625, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15626, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15608, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
DL025,"North Campus, DU, Delhi - IMD",Delhi,Delhi,28.65195,77.23149,Active,5610,"North Campus, DU, Delhi - IMD","[{""id"": 12234685, ""name"": ""co ppb"", ""parameter"": {""id"": 102, ""name"": ""co"", ""units"": ""ppb"", ""displayName"": ""CO""}}, {""id"": 14909, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 12234686, ""name"": ""no ppb"", ""parameter"": {""id"": 24, ""name"": ""no"", ""units"": ""ppb"", ""displayName"": ""NO""}}, {""id"": 12234687, ""name"": ""no2 ppb"", ""parameter"": {""id"": 15, ""name"": ""no2"", ""units"": ""ppb"", ""displayName"": ""NO₂""}}, {""id"": 14902, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 14340698, ""name"": ""nox ppb"", ""parameter"": {""id"": 23, ""name"": ""nox"", ""units"": ""ppb"", ""displayName"": ""NOX""}}, {""id"": 2007703, ""name"": ""o3 ppm"", ""parameter"": {""id"": 10, ""name"": ""o3"", ""units"": ""ppm"", ""displayName"": ""O₃""}}, {""id"": 12234688, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 14889, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 14886, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 12234689, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 14860, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 12234690, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}]",True,True
DL026,"Okhla Phase-2, Delhi - DPCC",Delhi,Delhi,28.65195,77.23149,Active,5765,"Okhla Phase-2, Delhi - DPCC","[{""id"": 15597, ""name"": ""co µg/m³"", ""parameter"": {""id"": 4, ""name"": ""co"", ""units"": ""µg/m³"", ""displayName"": ""CO mass""}}, {""id"": 15600, ""name"": ""no2 µg/m³"", ""parameter"": {""id"": 5, ""name"": ""no2"", ""units"": ""µg/m³"", ""displayName"": ""NO₂ mass""}}, {""id"": 15598, ""name"": ""o3 µg/m³"", ""parameter"": {""id"": 3, ""name"": ""o3"", ""units"": ""µg/m³"", ""displayName"": ""O₃ mass""}}, {""id"": 15624, ""name"": ""pm10 µg/m³"", ""parameter"": {""id"": 1, ""name"": ""pm10"", ""units"": ""µg/m³"", ""displayName"": ""PM10""}}, {""id"": 15627, ""name"": ""pm25 µg/m³"", ""parameter"": {""id"": 2, ""name"": ""pm25"", ""units"": ""µg/m³"", ""displayName"": ""PM2.5""}}, {""id"": 15599, ""name"": ""so2 µg/m³"", ""parameter"": {""id"": 6, ""name"": ""so2"", ""units"": ""µg/m³"", ""displayName"": ""SO₂ mass""}}]",True,True
